Raters,Set,Emotion,Stimulus,Accuracy,Shared
Live,CAFE,Neutral,neutral_M-LA-08,0.92,0
Live,CAFE,Neutral,neutral_M-LA-09,0.9,0
Live,CAFE,Neutral,neutral_M-LA-10,0.93,1
Online,CAFE,Neutral,neutral_M-LA-10,0.7,1
Online,Google,Neutral,neutral17,0.777777778,0
Online,Google,Neutral,neutral18,1,0
Live,CAFE,Neutral,neutralopen_F-AA-01,0.6,1
Online,CAFE,Neutral,neutralopen_F-AA-01,0.545454545,1
Live,CAFE,Neutral,neutralopen_F-AA-03,0.17,0
Live,CAFE,Neutral,neutralopen_F-AA-06,0.63,0
Live,CAFE,Neutral,neutralopen_F-AA-07,0.47,1
Online,CAFE,Neutral,neutralopen_F-AA-07,0.5,1
Live,CAFE,Neutral,neutralopen_F-AA-08,0.39,0
Live,CAFE,Neutral,neutralopen_F-AA-10,0.46,1
Online,CAFE,Neutral,neutralopen_F-AA-10,0.142857143,1
Live,CAFE,Neutral,neutralopen_F-AA-11,0.52,1
Online,CAFE,Neutral,neutralopen_F-AA-11,0.1875,1
Live,CAFE,Neutral,neutralopen_F-AA-12,0.13,0
Live,CAFE,Neutral,neutralopen_F-AA-13,0.15,0
Live,CAFE,Neutral,neutralopen_F-AA-14,0.33,0
Live,CAFE,Neutral,neutralopen_F-AA-15,0.33,0
Live,CAFE,Neutral,neutralopen_F-AA-16,0.76,0
Live,CAFE,Neutral,neutralopen_F-AS-01,0.53,1
Online,CAFE,Neutral,neutralopen_F-AS-01,0.222222222,1
Live,CAFE,Neutral,neutralopen_F-AS-02,0.72,0
Live,CAFE,Neutral,neutralopen_F-AS-03,0.43,1
Online,CAFE,Neutral,neutralopen_F-AS-03,0.6,1
Live,CAFE,Neutral,neutralopen_F-AS-04,0.1,0
Live,CAFE,Neutral,neutralopen_F-AS-05,0.11,0
Live,CAFE,Neutral,neutralopen_F-AS-06,0.4,0
Live,CAFE,Neutral,neutralopen_F-AS-07,0.02,0
Live,CAFE,Neutral,neutralopen_F-AS-08,0.34,0
Live,CAFE,Neutral,neutralopen_F-AS-09,0.73,0
Live,CAFE,Neutral,neutralopen_F-EA-01,0.39,0
Live,CAFE,Neutral,neutralopen_F-EA-02,0.54,1
Online,CAFE,Neutral,neutralopen_F-EA-02,0.833333333,1
Live,CAFE,Neutral,neutralopen_F-EA-03,0.66,0
Live,CAFE,Neutral,neutralopen_F-EA-07,0.49,1
Online,CAFE,Neutral,neutralopen_F-EA-07,0.666666667,1
Live,CAFE,Neutral,neutralopen_F-EA-09,0.65,0
Live,CAFE,Neutral,neutralopen_F-EA-11,0.28,0
Live,CAFE,Neutral,neutralopen_F-EA-14,0.64,0
Live,CAFE,Neutral,neutralopen_F-EA-15,0.57,1
Online,CAFE,Neutral,neutralopen_F-EA-15,0.285714286,1
Live,CAFE,Neutral,neutralopen_F-EA-17,0.63,0
Live,CAFE,Neutral,neutralopen_F-EA-18,0.74,0
Live,CAFE,Neutral,neutralopen_F-EA-19,0.11,0
Live,CAFE,Neutral,neutralopen_F-EA-21,0.58,1
Online,CAFE,Neutral,neutralopen_F-EA-21,0.571428571,1
Live,CAFE,Neutral,neutralopen_F-EA-23,0.24,0
Live,CAFE,Neutral,neutralopen_F-EA-25,0.81,0
Live,CAFE,Neutral,neutralopen_F-EA-26,0,0
Live,CAFE,Neutral,neutralopen_F-EA-27,0.31,0
Live,CAFE,Neutral,neutralopen_F-EA-30,0.84,1
Online,CAFE,Neutral,neutralopen_F-EA-30,1,1
Live,CAFE,Neutral,neutralopen_F-EA-33,0.51,1
Online,CAFE,Neutral,neutralopen_F-EA-33,0.1875,1
Live,CAFE,Neutral,neutralopen_F-EA-36,0.03,0
Live,CAFE,Neutral,neutralopen_F-EA-37,0.15,0
Live,CAFE,Neutral,neutralopen_F-EA-39,0.4,0
Live,CAFE,Neutral,neutralopen_F-EA-40,0.67,0
Live,CAFE,Neutral,neutralopen_F-LA-01,0.56,1
Online,CAFE,Neutral,neutralopen_F-LA-01,0,1
Live,CAFE,Neutral,neutralopen_F-LA-03,0.21,0
Live,CAFE,Neutral,neutralopen_F-LA-04,0.07,0
Live,CAFE,Neutral,neutralopen_F-LA-05,0.25,0
Live,CAFE,Neutral,neutralopen_F-LA-08,0.29,0
Live,CAFE,Neutral,neutralopen_F-LA-09,0.15,0
Live,CAFE,Neutral,neutralopen_F-LA-10,0.17,0
Live,CAFE,Neutral,neutralopen_F-LA-11,0.37,0
Live,CAFE,Neutral,neutralopen_F-LA-13,0.26,0
Live,CAFE,Neutral,neutralopen_F-PI-01,0.33,0
Live,CAFE,Neutral,neutralopen_F-SA-01,0.09,0
Live,CAFE,Neutral,neutralopen_F-SA-02,0.18,0
Live,CAFE,Neutral,neutralopen_F-SA-03,0.17,0
Live,CAFE,Neutral,neutralopen_F-SA-04,0.17,0
Live,CAFE,Neutral,neutralopen_F-SA-06,0.23,0
Live,CAFE,Neutral,neutralopen_F-SA-07,0.24,0
Live,CAFE,Neutral,neutralopen_F-SA-08,0.28,0
Live,CAFE,Neutral,neutralopen_F-SA-09,0.21,0
Live,CAFE,Neutral,neutralopen_M-AA-02,0.81,0
Live,CAFE,Neutral,neutralopen_M-AA-04,0.37,0
Live,CAFE,Neutral,neutralopen_M-AA-05,0.05,0
Live,CAFE,Neutral,neutralopen_M-AA-06,0.05,0
Live,CAFE,Neutral,neutralopen_M-AA-07,0.46,1
Online,CAFE,Neutral,neutralopen_M-AA-07,0.142857143,1
Live,CAFE,Neutral,neutralopen_M-AA-08,0.56,1
Online,CAFE,Neutral,neutralopen_M-AA-08,0.166666667,1
Live,CAFE,Neutral,neutralopen_M-AA-09,0.4,0
Live,CAFE,Neutral,neutralopen_M-AS-01,0.79,0
Live,CAFE,Neutral,neutralopen_M-AS-02,0.24,0
Live,CAFE,Neutral,neutralopen_M-AS-03,0.35,0
Live,CAFE,Neutral,neutralopen_M-AS-04,0.28,0
Live,CAFE,Neutral,neutralopen_M-AS-07,0.64,0
Live,CAFE,Neutral,neutralopen_M-EA-02,0.62,0
Live,CAFE,Neutral,neutralopen_M-EA-03,0.79,0
Live,CAFE,Neutral,neutralopen_M-EA-06b,0.12,0
Live,CAFE,Neutral,neutralopen_M-EA-07,0.23,0
Live,CAFE,Neutral,neutralopen_M-EA-08,0.35,0
Live,CAFE,Neutral,neutralopen_M-EA-09,0.42,1
Online,CAFE,Neutral,neutralopen_M-EA-09,0.6,1
Live,CAFE,Neutral,neutralopen_M-EA-10,0.06,0
Live,CAFE,Neutral,neutralopen_M-EA-15,0.23,0
Live,CAFE,Neutral,neutralopen_M-EA-20,0.74,0
Live,CAFE,Neutral,neutralopen_M-EA-21,0.63,0
Live,CAFE,Neutral,neutralopen_M-EA-24,0.73,0
Live,CAFE,Neutral,neutralopen_M-EA-25,0.67,0
Live,CAFE,Neutral,neutralopen_M-EA-26,0.62,0
Live,CAFE,Neutral,neutralopen_M-EA-27,0.77,0
Live,CAFE,Neutral,neutralopen_M-EA-29,0.14,0
Live,CAFE,Neutral,neutralopen_M-EA-30,0.21,0
Live,CAFE,Neutral,neutralopen_M-EA-32,0.29,0
Live,CAFE,Neutral,neutralopen_M-EA-34,0.22,0
Live,CAFE,Neutral,neutralopen_M-EA-35,0.27,0
Live,CAFE,Neutral,neutralopen_M-EA-37,0.68,0
Live,CAFE,Neutral,neutralopen_M-LA-02,0.23,0
Live,CAFE,Neutral,neutralopen_M-LA-03,0.5,1
Online,CAFE,Neutral,neutralopen_M-LA-03,0.444444444,1
Live,CAFE,Neutral,neutralopen_M-LA-04,0.48,1
Online,CAFE,Neutral,neutralopen_M-LA-04,0.375,1
Live,CAFE,Neutral,neutralopen_M-LA-05,0.29,0
Live,CAFE,Neutral,neutralopen_M-LA-06,0.95,1
Online,CAFE,Neutral,neutralopen_M-LA-06,0.833333333,1
Live,CAFE,Neutral,neutralopen_M-LA-07,0.7,0
Live,CAFE,Neutral,neutralopen_M-LA-08,0.22,0
Live,CAFE,Neutral,neutralopen_M-LA-09,0.35,0
Online,Emoji,Sad,sad_emoji,0.93258427,0
Live,CAFE,Sad,sad_F-AA-01,0.82,0
Live,CAFE,Sad,sad_F-AA-02,0.92,1
Online,CAFE,Sad,sad_F-AA-02,0.833333333,1
Live,CAFE,Sad,sad_F-AA-03,0.92,1
Online,CAFE,Sad,sad_F-AA-03,0.833333333,1
Live,CAFE,Sad,sad_F-AA-06,0.21,0
Live,CAFE,Sad,sad_F-AA-07,0.92,1
Online,CAFE,Sad,sad_F-AA-07,1,1
Live,CAFE,Sad,sad_F-AA-08,0.44,1
Online,CAFE,Sad,sad_F-AA-08,0.3125,1
Live,CAFE,Sad,sad_F-AA-09,0.87,1
Online,CAFE,Sad,sad_F-AA-09,0.857142857,1
Live,CAFE,Sad,sad_F-AA-12,0.75,1
Online,CAFE,Sad,sad_F-AA-12,0.166666667,1
Live,CAFE,Sad,sad_F-AA-13,0.8,0
Live,CAFE,Sad,sad_F-AA-15,0.85,0
Live,CAFE,Sad,sad_F-AS-01,0.71,1
Online,CAFE,Sad,sad_F-AS-01,0.555555556,1
Live,CAFE,Sad,sad_F-AS-03,0.56,0
Live,CAFE,Sad,sad_F-AS-04,0.5,1
Online,CAFE,Sad,sad_F-AS-04,0.333333333,1
Live,CAFE,Sad,sad_F-AS-08,0.73,1
Online,CAFE,Sad,sad_F-AS-08,0.444444444,1
Live,CAFE,Sad,sad_F-EA-01,0.64,0
Live,CAFE,Sad,sad_F-EA-02,0.91,1
Online,CAFE,Sad,sad_F-EA-02,0.888888889,1
Live,CAFE,Sad,sad_F-EA-04,0.49,1
Online,CAFE,Sad,sad_F-EA-04,0.333333333,1
Live,CAFE,Sad,sad_F-EA-07,0.59,0
Live,CAFE,Sad,sad_F-EA-12,0.88,1
Online,CAFE,Sad,sad_F-EA-12,1,1
Live,CAFE,Sad,sad_F-EA-15,0.87,1
Online,CAFE,Sad,sad_F-EA-15,1,1
Live,CAFE,Sad,sad_F-EA-21,0.85,0
Live,CAFE,Sad,sad_F-EA-24,0.8,0
Live,CAFE,Sad,sad_F-EA-25,0.63,0
Live,CAFE,Sad,sad_F-EA-30,0.96,1
Online,CAFE,Sad,sad_F-EA-30,0.909090909,1
Live,CAFE,Sad,sad_F-EA-31,0.95,1
Online,CAFE,Sad,sad_F-EA-31,1,1
Live,CAFE,Sad,sad_F-EA-32,0.73,1
Online,CAFE,Sad,sad_F-EA-32,0.777777778,1
Live,CAFE,Sad,sad_F-EA-42,0.54,1
Online,CAFE,Sad,sad_F-EA-42,0.272727273,1
Live,CAFE,Sad,sad_F-LA-03,0.88,1
Online,CAFE,Sad,sad_F-LA-03,0.777777778,1
Live,CAFE,Sad,sad_F-LA-04,0.89,1
Online,CAFE,Sad,sad_F-LA-04,0.8125,1
Live,CAFE,Sad,sad_F-LA-05,0.87,1
Online,CAFE,Sad,sad_F-LA-05,0.6,1
Live,CAFE,Sad,sad_F-LA-07,0.78,0
Live,CAFE,Sad,sad_F-LA-10,0.69,1
Online,CAFE,Sad,sad_F-LA-10,0.25,1
Live,CAFE,Sad,sad_F-LA-11,0.85,0
Live,CAFE,Sad,sad_F-LA-12,0.64,1
Online,CAFE,Sad,sad_F-LA-12,0.4,1
Live,CAFE,Sad,sad_F-SA-01,0.78,0
Live,CAFE,Sad,sad_F-SA-03,0.51,1
Online,CAFE,Sad,sad_F-SA-03,0.142857143,1
Live,CAFE,Sad,sad_F-SA-04,0.72,1
Online,CAFE,Sad,sad_F-SA-04,0.555555556,1
Live,CAFE,Sad,sad_F-SA-06,0.76,1
Online,CAFE,Sad,sad_F-SA-06,0.272727273,1
Live,CAFE,Sad,sad_F-SA-07,0.69,1
Online,CAFE,Sad,sad_F-SA-07,0.5,1
Live,CAFE,Sad,sad_F-SA-08,0.96,1
Online,CAFE,Sad,sad_F-SA-08,0.818181818,1
Live,CAFE,Sad,sad_M-AA-03,0.85,0
Live,CAFE,Sad,sad_M-AA-04,0.58,0
Live,CAFE,Sad,sad_M-AA-06,0.82,0
Live,CAFE,Sad,sad_M-AA-09,0.74,1
Online,CAFE,Sad,sad_M-AA-09,0.666666667,1
Live,CAFE,Sad,sad_M-AA-10,0.88,1
Online,CAFE,Sad,sad_M-AA-10,0.888888889,1
Live,CAFE,Sad,sad_M-AA-11,0.86,1
Online,CAFE,Sad,sad_M-AA-11,0.6,1
Live,CAFE,Sad,sad_M-AS-01,0.8,0
Live,CAFE,Sad,sad_M-AS-04,0.85,0
Live,CAFE,Sad,sad_M-AS-06,0.45,1
Online,CAFE,Sad,sad_M-AS-06,0.5,1
Live,CAFE,Sad,sad_M-EA-07,0.95,1
Online,CAFE,Sad,sad_M-EA-07,1,1
Live,CAFE,Sad,sad_M-EA-17,0.74,1
Online,CAFE,Sad,sad_M-EA-17,0.666666667,1
Live,CAFE,Sad,sad_M-EA-20,0.56,0
Live,CAFE,Sad,sad_M-EA-26,0.89,0
Live,CAFE,Sad,sad_M-EA-32,0.82,0
Live,CAFE,Sad,sad_M-EA-34,0.89,1
Online,CAFE,Sad,sad_M-EA-34,1,1
Live,CAFE,Sad,sad_M-EA-37,0.88,1
Online,CAFE,Sad,sad_M-EA-37,0.875,1
Live,CAFE,Sad,sad_M-EA-38,0.77,0
Live,CAFE,Sad,sad_M-LA-02,0.81,0
Live,CAFE,Sad,sad_M-LA-05,0.55,0
Live,CAFE,Sad,sad_M-LA-08,0.75,1
Online,CAFE,Sad,sad_M-LA-08,0.428571429,1
Live,CAFE,Sad,sad_M-LA-09,0.75,1
Online,CAFE,Sad,sad_M-LA-09,1,1
Live,CAFE,Sad,sad_M-LA-10,0.56,0
Online,Google,Sad,sad100,0.375,0
Online,Google,Sad,sad11,0.555555556,0
Online,Google,Sad,sad12,0,0
Online,Google,Sad,sad15,0.714285714,0
Online,Google,Sad,sad16,0.75,0
Online,Google,Sad,sad18,0.625,0
Online,Google,Sad,sad22,0.75,0
Online,Google,Sad,sad23,0.571428571,0
Online,Google,Sad,sad24,0.3,0
Online,Google,Sad,sad25,0.571428571,0
Online,Google,Sad,sad27,0.555555556,0
Online,Google,Sad,sad28,1,0
Online,Google,Sad,sad29,0.5,0
Online,Google,Sad,sad30,0.7,0
Online,Google,Sad,sad32,0.5,0
Online,Google,Sad,sad33,0.363636364,0
Online,Google,Sad,sad34,0.4,0
Online,Google,Sad,sad35,0,0
Online,Google,Sad,sad36,0.7,0
Online,Google,Sad,sad37,0.333333333,0
Online,Google,Sad,sad38,1,0
Online,Google,Sad,sad39,0.555555556,0
Online,Google,Sad,sad4,0.888888889,0
Online,Google,Sad,sad41,0.090909091,0
Online,Google,Sad,sad42,0.5,0
Online,Google,Sad,sad44,0.125,0
Online,Google,Sad,sad45,0.166666667,0
Online,Google,Sad,sad46,1,0
Online,Google,Sad,sad47,0.111111111,0
Online,Google,Sad,sad48,1,0
Online,Google,Sad,sad49,0.5,0
Online,Google,Sad,sad5,0.625,0
Online,Google,Sad,sad50,0.909090909,0
Online,Google,Sad,sad52,0.444444444,0
Online,Google,Sad,sad53,1,0
Online,Google,Sad,sad54,1,0
Online,Google,Sad,sad55,0.285714286,0
Online,Google,Sad,sad57,0,0
Online,Google,Sad,sad58,0.25,0
Online,Google,Sad,sad59,0.25,0
Online,Google,Sad,sad6,1,0
Online,Google,Sad,sad61,0.5,0
Online,Google,Sad,sad62,1,0
Online,Google,Sad,sad63,0.222222222,0
Online,Google,Sad,sad64,0,0
Online,Google,Sad,sad65,1,0
Online,Google,Sad,sad66,0.125,0
Online,Google,Sad,sad67,0.714285714,0
Online,Google,Sad,sad69,0.222222222,0
Online,Google,Sad,sad70,0.166666667,0
Online,Google,Sad,sad71,0,0
Online,Google,Sad,sad72,0,0
Online,Google,Sad,sad74,0.125,0
Online,Google,Sad,sad75,0.272727273,0
Online,Google,Sad,sad76,0.428571429,0
Online,Google,Sad,sad77,0.25,0
Online,Google,Sad,sad78,0.555555556,0
Online,Google,Sad,sad79,0.142857143,0
Online,Google,Sad,sad8,1,0
Online,Google,Sad,sad80,0.714285714,0
Online,Google,Sad,sad85,0.333333333,0
Online,Google,Sad,sad86,0.714285714,0
Online,Google,Sad,sad87,0.833333333,0
Online,Google,Sad,sad88,0.625,0
Online,Google,Sad,sad89,0,0
Online,Google,Sad,sad9,0.5,0
Online,Google,Sad,sad90,0.166666667,0
Online,Google,Sad,sad91,1,0
Online,Google,Sad,sad92,0.571428571,0
Online,Google,Sad,sad94,0.7,0
Online,Google,Sad,sad95,0.181818182,0
Online,Google,Sad,sad97,1,0
Online,Google,Sad,sad98,0,0
Online,Google,Sad,sad99,0.727272727,0
Live,CAFE,Sad,sadopen_F-AA-01,0.43,1
Online,CAFE,Sad,sadopen_F-AA-01,0.555555556,1
Live,CAFE,Sad,sadopen_F-AA-03,0.3,0
Live,CAFE,Sad,sadopen_F-AA-06,0.12,0
Live,CAFE,Sad,sadopen_F-AA-09,0.23,0
Live,CAFE,Sad,sadopen_F-AA-10,0.26,0
Live,CAFE,Sad,sadopen_F-AA-12,0.12,0
Live,CAFE,Sad,sadopen_F-AA-13,0.12,0
Live,CAFE,Sad,sadopen_F-AA-15,0.72,1
Online,CAFE,Sad,sadopen_F-AA-15,0.625,1
Live,CAFE,Sad,sadopen_F-AS-02,0.32,0
Live,CAFE,Sad,sadopen_F-AS-04,0.65,1
Online,CAFE,Sad,sadopen_F-AS-04,0.857142857,1
Live,CAFE,Sad,sadopen_F-AS-08,0.27,0
Live,CAFE,Sad,sadopen_F-AS-09,0.36,1
Online,CAFE,Sad,sadopen_F-AS-09,0.142857143,1
Live,CAFE,Sad,sadopen_F-EA-02,0.64,0
Live,CAFE,Sad,sadopen_F-EA-07,0.29,0
Live,CAFE,Sad,sadopen_F-EA-15,0.63,0
Live,CAFE,Sad,sadopen_F-EA-30,0.74,1
Online,CAFE,Sad,sadopen_F-EA-30,0.5,1
Live,CAFE,Sad,sadopen_F-EA-31,0.46,1
Online,CAFE,Sad,sadopen_F-EA-31,0.333333333,1
Live,CAFE,Sad,sadopen_F-EA-33,0.5,1
Online,CAFE,Sad,sadopen_F-EA-33,0.166666667,1
Live,CAFE,Sad,sadopen_F-EA-42,0.39,1
Online,CAFE,Sad,sadopen_F-EA-42,0.5,1
Live,CAFE,Sad,sadopen_F-LA-01,0.2,0
Live,CAFE,Sad,sadopen_F-LA-03,0.43,1
Online,CAFE,Sad,sadopen_F-LA-03,0.222222222,1
Live,CAFE,Sad,sadopen_F-LA-04,0.63,0
Live,CAFE,Sad,sadopen_F-LA-05,0.08,0
Live,CAFE,Sad,sadopen_F-LA-11,0.58,0
Live,CAFE,Sad,sadopen_F-SA-02,0.64,1
Online,CAFE,Sad,sadopen_F-SA-02,0.7,1
Live,CAFE,Sad,sadopen_F-SA-03,0.52,1
Online,CAFE,Sad,sadopen_F-SA-03,0.272727273,1
Live,CAFE,Sad,sadopen_F-SA-04,0.34,1
Online,CAFE,Sad,sadopen_F-SA-04,0.1,1
Live,CAFE,Sad,sadopen_F-SA-08,0.62,0
Live,CAFE,Sad,sadopen_F-SA-09,0.51,1
Online,CAFE,Sad,sadopen_F-SA-09,0.142857143,1
Live,CAFE,Sad,sadopen_F-SA-10,0.38,1
Online,CAFE,Sad,sadopen_F-SA-10,0,1
Live,CAFE,Sad,sadopen_M-AA-03,0.48,1
Online,CAFE,Sad,sadopen_M-AA-03,0.333333333,1
Live,CAFE,Sad,sadopen_M-AA-04,0.38,1
Online,CAFE,Sad,sadopen_M-AA-04,0,1
Live,CAFE,Sad,sadopen_M-AA-06,0.11,0
Live,CAFE,Sad,sadopen_M-AA-09,0.17,0
Live,CAFE,Sad,sadopen_M-AS-01,0.61,0
Live,CAFE,Sad,sadopen_M-AS-02,0.63,0
Live,CAFE,Sad,sadopen_M-AS-06,0.12,0
Live,CAFE,Sad,sadopen_M-EA-06b,0.95,1
Online,CAFE,Sad,sadopen_M-EA-06b,0.857142857,1
Live,CAFE,Sad,sadopen_M-EA-13,0.76,1
Online,CAFE,Sad,sadopen_M-EA-13,0.545454545,1
Live,CAFE,Sad,sadopen_M-EA-20,0.48,1
Online,CAFE,Sad,sadopen_M-EA-20,0.333333333,1
Live,CAFE,Sad,sadopen_M-EA-26,0.33,0
Live,CAFE,Sad,sadopen_M-EA-32,0.8,0
Live,CAFE,Sad,sadopen_M-EA-34,0.68,1
Online,CAFE,Sad,sadopen_M-EA-34,0.428571429,1
Live,CAFE,Sad,sadopen_M-EA-38,0.61,0
Live,CAFE,Sad,sadopen_M-LA-08,0.33,1
Online,CAFE,Sad,sadopen_M-LA-08,0.3,1
Live,CAFE,Sad,sadopen_M-LA-09,0.72,1
Online,CAFE,Sad,sadopen_M-LA-09,0.75,1
Online,Google,Neutral,serious11,0.727272727,0
Online,Google,Neutral,serious12,0,0
Online,Google,Neutral,serious13,0.428571429,0
Online,Google,Neutral,serious19,0.888888889,0
Online,Google,Neutral,serious20,1,0
Online,Google,Neutral,serious21,0.888888889,0
Online,Google,Neutral,serious22,0.6,0
Online,Google,Neutral,serious23,0.777777778,0
Online,Google,Neutral,serious24,0.2,0
Online,Google,Neutral,serious25,0.727272727,0
Online,Google,Neutral,serious27,0.666666667,0
Online,Google,Neutral,serious41,0.8125,0
Online,Google,Neutral,serious42,1,0
Online,Google,Neutral,serious43,0.571428571,0
Online,Google,Neutral,serious44,0.142857143,0
Online,Google,Neutral,serious46,0,0
Online,Google,Neutral,serious49,0.7,0
Online,Google,Neutral,serious50,1,0
Online,Google,Neutral,serious51,1,0
Online,Google,Neutral,serious52,0.5,0
Online,Google,Neutral,serious54,0.666666667,0
Online,Google,Neutral,serious6,0.6875,0
Online,Google,Neutral,serious7,0.833333333,0
Online,Emoji,Surprise,surprise_emoji,0.943820225,0
Live,CAFE,Surprise,surprise_F-AA-01,0.67,0
Live,CAFE,Surprise,surprise_F-AA-02,0.93,1
Online,CAFE,Surprise,surprise_F-AA-02,1,1
Live,CAFE,Surprise,surprise_F-AA-03,0.63,1
Online,CAFE,Surprise,surprise_F-AA-03,0.5,1
Live,CAFE,Surprise,surprise_F-AA-04,0.49,0
Live,CAFE,Surprise,surprise_F-AA-06,0.84,1
Online,CAFE,Surprise,surprise_F-AA-06,0.9,1
Live,CAFE,Surprise,surprise_F-AA-07,0.78,1
Online,CAFE,Surprise,surprise_F-AA-07,0.857142857,1
Live,CAFE,Surprise,surprise_F-AA-08,0.67,0
Live,CAFE,Surprise,surprise_F-AA-09,0.68,0
Live,CAFE,Surprise,surprise_F-AA-10,0.64,1
Online,CAFE,Surprise,surprise_F-AA-10,1,1
Live,CAFE,Surprise,surprise_F-AA-11,0.49,0
Live,CAFE,Surprise,surprise_F-AA-12,0.68,0
Live,CAFE,Surprise,surprise_F-AA-13,0.72,1
Online,CAFE,Surprise,surprise_F-AA-13,0.5,1
Live,CAFE,Surprise,surprise_F-AA-14,0.7,0
Live,CAFE,Surprise,surprise_F-AA-15,0.74,0
Live,CAFE,Surprise,surprise_F-AA-16,0.68,0
Live,CAFE,Surprise,surprise_F-AS-02,0.73,1
Online,CAFE,Surprise,surprise_F-AS-02,0.75,1
Live,CAFE,Surprise,surprise_F-AS-03,0.74,1
Online,CAFE,Surprise,surprise_F-AS-03,0.666666667,1
Live,CAFE,Surprise,surprise_F-AS-04,0.7,0
Live,CAFE,Surprise,surprise_F-AS-05,0.68,0
Live,CAFE,Surprise,surprise_F-AS-06,0.81,0
Live,CAFE,Surprise,surprise_F-AS-07,0.83,0
Live,CAFE,Surprise,surprise_F-AS-08,0.5,0
Live,CAFE,Surprise,surprise_F-AS-09,0.91,1
Online,CAFE,Surprise,surprise_F-AS-09,1,1
Live,CAFE,Surprise,surprise_F-EA-01,0.62,1
Online,CAFE,Surprise,surprise_F-EA-01,0.777777778,1
Live,CAFE,Surprise,surprise_F-EA-05,0.69,0
Live,CAFE,Surprise,surprise_F-EA-07,0.61,1
Online,CAFE,Surprise,surprise_F-EA-07,1,1
Live,CAFE,Surprise,surprise_F-EA-08,0.6,1
Online,CAFE,Surprise,surprise_F-EA-08,0.5,1
Live,CAFE,Surprise,surprise_F-EA-12,0.57,0
Live,CAFE,Surprise,surprise_F-EA-14,0.88,0
Live,CAFE,Surprise,surprise_F-EA-15,0.84,1
Online,CAFE,Surprise,surprise_F-EA-15,0.7,1
Live,CAFE,Surprise,surprise_F-EA-16,0.57,0
Live,CAFE,Surprise,surprise_F-EA-20,0.66,1
Online,CAFE,Surprise,surprise_F-EA-20,0.454545455,1
Live,CAFE,Surprise,surprise_F-EA-21,0.81,0
Live,CAFE,Surprise,surprise_F-EA-23,0.66,1
Online,CAFE,Surprise,surprise_F-EA-23,0.857142857,1
Live,CAFE,Surprise,surprise_F-EA-24,0.65,1
Online,CAFE,Surprise,surprise_F-EA-24,1,1
Live,CAFE,Surprise,surprise_F-EA-27,0.97,1
Online,CAFE,Surprise,surprise_F-EA-27,0.818181818,1
Live,CAFE,Surprise,surprise_F-EA-28,0.51,0
Live,CAFE,Surprise,surprise_F-EA-29,0.58,1
Online,CAFE,Surprise,surprise_F-EA-29,0.5,1
Live,CAFE,Surprise,surprise_F-EA-30,0.55,0
Live,CAFE,Surprise,surprise_F-EA-32,0.68,0
Live,CAFE,Surprise,surprise_F-EA-33,0.73,1
Online,CAFE,Surprise,surprise_F-EA-33,0.625,1
Live,CAFE,Surprise,surprise_F-EA-36,0.78,1
Online,CAFE,Surprise,surprise_F-EA-36,0.571428571,1
Live,CAFE,Surprise,surprise_F-EA-38,0.85,1
Online,CAFE,Surprise,surprise_F-EA-38,1,1
Live,CAFE,Surprise,surprise_F-EA-39,0.54,0
Live,CAFE,Surprise,surprise_F-EA-41,0.67,0
Live,CAFE,Surprise,surprise_F-EA-42,0.75,1
Online,CAFE,Surprise,surprise_F-EA-42,0.833333333,1
Live,CAFE,Surprise,surprise_F-LA-01,0.79,1
Online,CAFE,Surprise,surprise_F-LA-01,0.818181818,1
Live,CAFE,Surprise,surprise_F-LA-02,0.6,1
Online,CAFE,Surprise,surprise_F-LA-02,0.75,1
Live,CAFE,Surprise,surprise_F-LA-03,0.58,1
Online,CAFE,Surprise,surprise_F-LA-03,0.714285714,1
Live,CAFE,Surprise,surprise_F-LA-05,0.8,0
Live,CAFE,Surprise,surprise_F-LA-06,0.7,1
Online,CAFE,Surprise,surprise_F-LA-06,0.4,1
Live,CAFE,Surprise,surprise_F-LA-07,0.86,1
Online,CAFE,Surprise,surprise_F-LA-07,0.777777778,1
Live,CAFE,Surprise,surprise_F-LA-10,0.54,0
Live,CAFE,Surprise,surprise_F-LA-13,0.78,1
Online,CAFE,Surprise,surprise_F-LA-13,0.666666667,1
Live,CAFE,Surprise,surprise_F-PI-01,0.92,1
Online,CAFE,Surprise,surprise_F-PI-01,0.833333333,1
Live,CAFE,Surprise,surprise_F-SA-01,0.55,0
Live,CAFE,Surprise,surprise_F-SA-02,0.61,1
Online,CAFE,Surprise,surprise_F-SA-02,0.8125,1
Live,CAFE,Surprise,surprise_F-SA-03,0.71,1
Online,CAFE,Surprise,surprise_F-SA-03,1,1
Live,CAFE,Surprise,surprise_F-SA-04,0.46,0
Live,CAFE,Surprise,surprise_F-SA-06,0.87,1
Online,CAFE,Surprise,surprise_F-SA-06,0.6875,1
Live,CAFE,Surprise,surprise_F-SA-07,0.72,1
Online,CAFE,Surprise,surprise_F-SA-07,0.555555556,1
Live,CAFE,Surprise,surprise_F-SA-08,0.49,0
Live,CAFE,Surprise,surprise_F-SA-09,0.9,1
Online,CAFE,Surprise,surprise_F-SA-09,0.5,1
Live,CAFE,Surprise,surprise_F-SA-10,0.81,0
Live,CAFE,Surprise,surprise_M-AA-03,0.8,0
Live,CAFE,Surprise,surprise_M-AA-05,0.85,1
